           0 ps U U U U U U U U UUUUUU UUUUUUUUUU UUU
  6343500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6344000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6344500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6345000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6345500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6346000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6346500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6347000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6347500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6348000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6348500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6349000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6349500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6350000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6350500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6351000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6351500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6352000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6352500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6353000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6353500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6354000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6354500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6355000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6355500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6356000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6356500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6357000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6357500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6358000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6358500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6359000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6359500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6360000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6360500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6361000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6361500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6362000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6362500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6363000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6363500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6364000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6364500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6365000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6365500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6366000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6366500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6367000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6367500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6368000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6368500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6369000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6369500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6370000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6370500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6371000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6371500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6372000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6372500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6373000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6373500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6374000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6374500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6375000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6375500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6376000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6376500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6377000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6377500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6378000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6378500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6379000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6379500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6380000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6380500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6381000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6381500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6382000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6382500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6383000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6383500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6384000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6384500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6385000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6385500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6386000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6386500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6387000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6387500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6388000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6388500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6389000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6389500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6390000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6390500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6391000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6391500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6392000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6392500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6393000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6393500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6394000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6394500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6395000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6395500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6396000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6396500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6397000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6397500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6398000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6398500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6399000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6399500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6400000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6400500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6401000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6401500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6402000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6402500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6403000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6403500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6404000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6404500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6405000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6405500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6406000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6406500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6407000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6407500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6408000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6408500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6409000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6409500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6410000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6410500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6411000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6411500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6412000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6412500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6413000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6413500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6414000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6414500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6415000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6415500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6416000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6416500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6417000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6417500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6418000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6418500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6419000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6419500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6420000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6420500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6421000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6421500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6422000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6422500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6423000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6423500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6424000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6424500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6425000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6425500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6426000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6426500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6427000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6427500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6428000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6428500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6429000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6429500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6430000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6430500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6431000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6431500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6432000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6432500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6433000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6433500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6434000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6434500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6435000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6435500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6436000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6436500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6437000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6437500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6438000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6438500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6439000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6439500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6440000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6440500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6441000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6441500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6442000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6442500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6443000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6443500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6444000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6444500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6445000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6445500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6446000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6446500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6447000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6447500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6448000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6448500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6449000000 ps 0 0 1 1 1 1 0 0 000000 0001011010 000
  6449500000 ps 1 0 1 1 1 1 0 0 000000 0001011010 000
  6450000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6450500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6451000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6451500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6452000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6452500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6453000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6453500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6454000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6454500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6455000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6455500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6456000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6456500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6457000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6457500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6458000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6458500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6459000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6459500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6460000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6460500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6461000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6461500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6462000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6462500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6463000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6463500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6464000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6464500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6465000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6465500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6466000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6466500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6467000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6467500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6468000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6468500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6469000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6469500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6470000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6470500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6471000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6471500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6472000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6472500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6473000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6473500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6474000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6474500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6475000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6475500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6476000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6476500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6477000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6477500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6478000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6478500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6479000000 ps 0 0 1 1 1 1 1 0 000000 0001011010 000
  6479500000 ps 1 0 1 1 1 1 1 0 000000 0001011010 000
  6480000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6480500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6481000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6481500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6482000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6482500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6483000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6483500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6484000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6484500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6485000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6485500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6486000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6486500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6487000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6487500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6488000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6488500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6489000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6489500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6490000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6490500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6491000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6491500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6492000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6492500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6493000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6493500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6494000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6494500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6495000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6495500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6496000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6496500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6497000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6497500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6498000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6498500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6499000000 ps 0 0 1 0 1 1 1 0 000000 0001011010 000
  6499500000 ps 1 0 1 0 1 1 1 0 000000 0001011010 000
  6500000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6500500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6501000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6501500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6502000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6502500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6503000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6503500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6504000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6504500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6505000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6505500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6506000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6506500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6507000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6507500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6508000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6508500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6509000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6509500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6510000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6510500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6511000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6511500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6512000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6512500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6513000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6513500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6514000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6514500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6515000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6515500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6516000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6516500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6517000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6517500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6518000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6518500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6519000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6519500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6520000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6520500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6521000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6521500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6522000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6522500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6523000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6523500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6524000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6524500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6525000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6525500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6526000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6526500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6527000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6527500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6528000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6528500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6529000000 ps 0 0 1 0 1 1 0 0 000000 0001011010 000
  6529500000 ps 1 0 1 0 1 1 0 0 000000 0001011010 000
  6530000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6530500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6531000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6531500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6532000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6532500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6533000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6533500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6534000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6534500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6535000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6535500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6536000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6536500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6537000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6537500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6538000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6538500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6539000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6539500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6540000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6540500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6541000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6541500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
  6542000000 ps 0 0 1 0 0 1 0 0 000000 0001011010 000
  6542500000 ps 1 0 1 0 0 1 0 0 000000 0001011010 000
